pH,Salinity,CO3,HCO3,Alkalinity,Hardness,Ca:Mg Ratio,Dissolved Oxygen,Suitable
8.16,12.61,0.0,177.2,177.2,3184.98,0.28,6.62,True
7.75,19.66,0.0,180.94,180.94,4552.13,0.27,6.75,True
8.74,13.01,198.04,0.2,198.23999999999998,3989.36,0.29,3.4,False
8.04,16.8,0.0,121.14,121.14,2197.76,0.26,5.54,True
7.87,11.25,0.0,185.48,185.48,4661.32,0.33,3.25,False
7.92,17.87,0.0,150.04,150.04,1348.12,0.29,5.52,True
8.38,10.14,120.85,43.17,164.01999999999998,4753.74,0.28,6.36,True
8.38,22.03,58.71,135.78,194.49,2976.07,0.26,2.54,False
8.48,12.34,162.05,15.7,177.75,1641.4,0.26,5.85,True
7.22,22.29,0.0,118.77,118.77,2397.18,0.33,2.43,False
7.79,20.86,0.0,121.9,121.9,1099.28,0.28,4.27,False
7.19,16.29,0.0,145.55,145.55,4618.39,0.28,7.85,False
7.96,15.73,0.0,199.1,199.1,3446.51,0.31,7.89,True
8.43,17.49,100.46,80.88,181.33999999999997,5060.36,0.31,6.21,False
7.65,19.13,0.0,141.45,141.45,1232.79,0.28,4.47,True
8.48,15.86,125.81,35.16,160.97,3518.16,0.29,4.94,True
8.35,16.63,66.04,76.48,142.52,1896.05,0.25,6.71,True
8.08,10.63,0.0,176.67,176.67,1140.03,0.32,4.95,True
7.54,17.56,0.0,166.12,166.12,4188.82,0.27,7.54,True
8.03,15.88,0.0,135.89,135.89,1629.92,0.27,3.37,False
7.73,14.57,0.0,165.8,165.8,4346.8,0.3,7.99,True
8.14,10.97,0.0,178.63,178.63,1826.88,0.28,5.47,True
7.87,23.45,0.0,144.45,144.45,4418.87,0.32,3.07,False
8.02,10.98,0.0,165.31,165.31,4499.68,0.32,6.38,True
8.5,19.38,67.27,85.31,152.57999999999998,2704.51,0.3,6.28,True
8.16,14.79,0.0,186.04,186.04,2317.58,0.32,4.3,True
7.91,9.4,0.0,177.04,177.04,5411.16,0.26,4.79,False
7.96,15.07,0.0,196.78,196.78,4851.96,0.3,7.64,True
8.36,16.1,46.47,100.13,146.6,3774.83,0.31,6.86,True
8.94,18.47,105.67,50.42,156.09,5701.94,0.27,2.86,False
8.79,13.76,19.46,53.05,72.50999999999999,2738.25,0.31,3.19,False
7.55,9.55,0.0,108.75,108.75,3943.01,0.32,5.91,False
8.42,19.18,98.17,89.29,187.46,1382.85,0.25,7.96,True
7.0,7.73,0.0,158.04,158.04,3141.85,0.27,5.74,False
8.5,12.89,110.3,48.08,158.38,4852.23,0.32,6.73,True
7.41,19.88,0.0,162.6,162.6,4981.14,0.31,6.51,False
8.31,18.18,189.1,7.18,196.28,2169.03,0.27,6.33,True
8.31,13.58,188.36,1.53,189.89000000000001,3991.44,0.27,4.09,True
8.61,10.02,110.88,53.66,164.54,5275.94,0.28,2.07,False
7.66,15.82,0.0,119.63,119.63,4962.34,0.28,2.63,False
8.91,7.25,112.18,87.76,199.94,2518.43,0.29,6.32,False
7.88,17.78,0.0,112.96,112.96,4412.94,0.3,7.44,True
8.77,21.03,9.19,57.33,66.52,1733.59,0.3,7.27,False
8.34,14.53,12.43,120.07,132.5,1307.9,0.27,7.28,True
7.05,15.76,0.0,183.94,183.94,4674.52,0.27,5.01,False
7.96,14.42,0.0,139.82,139.82,3373.68,0.25,4.68,True
7.62,23.96,0.0,199.0,199.0,593.42,0.27,6.32,False
7.51,20.5,0.0,171.2,171.2,3650.38,0.27,3.56,False
8.36,19.56,190.87,0.12,190.99,2118.55,0.29,7.06,True
7.72,24.81,0.0,158.62,158.62,3700.39,0.28,4.41,False
8.54,9.76,92.68,78.72,171.4,3419.66,0.26,6.57,False
7.48,5.96,0.0,160.96,160.96,1925.87,0.26,5.87,False
7.64,22.84,0.0,106.44,106.44,3262.73,0.26,6.58,False
8.7,13.57,122.29,69.38,191.67000000000002,1175.59,0.26,3.18,False
7.49,20.09,0.0,199.46,199.46,1857.09,0.3,6.98,False
7.92,14.93,0.0,179.16,179.16,4340.84,0.3,4.97,True
8.26,14.14,60.41,66.46,126.86999999999999,3955.21,0.26,7.01,True
8.89,9.14,56.35,74.98,131.33,1983.49,0.28,6.27,False
8.23,16.74,26.0,20.7,46.7,3306.56,0.29,7.1,False
7.57,15.04,0.0,172.2,172.2,1001.96,0.32,4.44,True
7.83,22.07,0.0,152.57,152.57,5611.6,0.25,2.16,False
7.43,16.09,0.0,151.17,151.17,4279.93,0.27,5.21,False
7.56,10.35,0.0,173.28,173.28,2908.4,0.31,4.65,True
8.85,14.99,6.52,182.34,188.86,3589.14,0.32,2.31,False
7.7,13.08,0.0,189.84,189.84,2437.71,0.3,6.67,True
8.82,13.95,65.09,104.61,169.7,1369.46,0.29,2.54,False
7.69,18.85,0.0,144.98,144.98,2292.53,0.27,5.65,True
7.06,7.59,0.0,108.88,108.88,2647.58,0.31,4.17,False
7.89,15.22,0.0,112.4,112.4,1183.24,0.28,4.34,True
8.11,10.62,0.0,144.9,144.9,1354.75,0.31,7.36,True
7.68,16.94,0.0,179.89,179.89,1460.86,0.32,5.51,True
8.67,7.14,182.35,10.9,193.25,913.33,0.25,7.56,False
7.19,22.36,0.0,147.47,147.47,4866.13,0.27,2.03,False
8.91,24.4,142.46,45.46,187.92000000000002,1226.15,0.29,4.73,False
7.76,11.5,0.0,152.24,152.24,3941.46,0.29,7.97,True
8.97,18.92,174.91,5.7,180.60999999999999,3026.58,0.29,4.75,False
8.45,11.97,173.16,19.35,192.51,3257.02,0.26,4.87,True
8.49,14.37,154.46,43.42,197.88,4541.76,0.27,6.01,True
7.42,19.11,0.0,171.62,171.62,1968.21,0.32,2.4,False
8.9,14.82,44.64,46.43,91.07,3276.26,0.32,6.82,False
8.63,12.15,64.76,4.09,68.85000000000001,4033.48,0.33,5.31,False
8.44,9.88,74.8,46.82,121.62,5356.23,0.28,4.26,False
7.98,10.3,0.0,197.71,197.71,4014.31,0.28,4.49,True
7.92,14.14,0.0,174.82,174.82,4497.08,0.27,6.73,True
8.73,24.62,47.15,141.48,188.63,1214.28,0.32,3.23,False
7.51,16.7,0.0,108.38,108.38,3592.02,0.27,6.86,True
8.13,22.22,0.0,178.07,178.07,4615.29,0.31,2.07,False
7.03,24.98,0.0,126.51,126.51,1562.95,0.27,4.89,False
7.47,5.7,0.0,199.64,199.64,5368.57,0.27,4.54,False
8.7,7.19,55.11,76.18,131.29000000000002,2940.53,0.28,6.03,False
8.37,19.8,169.12,1.16,170.28,1139.84,0.25,6.55,True
8.54,13.79,94.7,61.69,156.39,807.69,0.33,4.63,False
7.93,14.31,0.0,121.22,121.22,1716.38,0.33,7.87,True
8.89,13.24,123.94,56.12,180.06,5148.61,0.29,7.92,False
8.08,22.0,0.0,121.8,121.8,1520.26,0.27,2.87,False
8.69,9.09,104.37,86.41,190.78,2347.1,0.33,7.57,False
8.41,6.66,189.7,0.41,190.10999999999999,2321.67,0.29,5.97,False
8.81,22.3,77.28,99.5,176.78,4088.47,0.25,3.81,False
7.11,19.13,0.0,189.79,189.79,2098.88,0.3,7.35,False
8.12,16.73,0.0,108.74,108.74,5099.08,0.28,3.51,False
8.34,14.16,149.26,4.38,153.64,3783.09,0.26,6.36,True
8.27,15.44,99.16,41.42,140.57999999999998,4632.8,0.28,5.93,True
8.04,10.73,0.0,153.72,153.72,3391.81,0.33,5.28,True
7.17,17.1,0.0,178.45,178.45,1847.51,0.26,5.23,False
8.74,14.33,33.64,12.0,45.64,2003.81,0.3,5.27,False
8.95,17.67,2.21,164.85,167.06,5169.64,0.31,4.59,False
7.8,18.08,0.0,168.35,168.35,4948.9,0.28,7.32,True
8.17,16.17,0.0,195.83,195.83,3176.29,0.26,4.16,True
8.17,10.49,0.0,157.8,157.8,2641.76,0.27,7.86,True
8.58,8.65,169.79,4.12,173.91,794.52,0.33,3.25,False
7.62,15.87,0.0,180.96,180.96,4679.22,0.26,7.01,True
8.98,6.81,91.3,0.06,91.36,2429.74,0.3,5.8,False
8.55,11.0,107.18,21.93,129.11,5012.88,0.27,5.51,False
7.7,13.22,0.0,112.91,112.91,2491.07,0.26,5.79,True
8.36,13.43,15.24,119.92,135.16,4627.65,0.29,4.66,True
7.81,6.46,0.0,186.68,186.68,3588.15,0.28,2.52,False
7.74,24.03,0.0,103.94,103.94,1079.77,0.3,5.11,False
7.56,21.87,0.0,132.28,132.28,1385.01,0.27,7.95,False
8.51,20.14,37.04,14.12,51.16,5910.37,0.26,4.99,False
7.88,13.39,0.0,179.4,179.4,3013.07,0.25,5.94,True
8.03,21.06,0.0,130.08,130.08,696.02,0.29,5.14,False
8.73,8.19,113.33,61.03,174.36,2577.12,0.3,4.85,False
7.76,15.19,0.0,177.14,177.14,1812.78,0.27,4.66,True
7.13,16.78,0.0,182.38,182.38,5778.15,0.31,3.13,False
7.96,14.64,0.0,159.73,159.73,4170.86,0.27,5.35,True
8.14,11.29,0.0,182.71,182.71,2513.25,0.28,6.95,True
8.01,14.98,0.0,145.86,145.86,1880.31,0.31,7.86,True
7.82,14.71,0.0,184.72,184.72,2467.63,0.29,6.13,True
7.61,17.59,0.0,175.16,175.16,3511.68,0.31,7.71,True
7.5,11.85,0.0,188.7,188.7,4091.34,0.29,6.87,True
8.47,12.57,135.7,40.19,175.89,2168.57,0.26,6.82,True
7.11,20.72,0.0,126.31,126.31,3587.76,0.29,6.43,False
8.23,18.75,21.41,166.94,188.35,2245.93,0.28,3.99,False
7.99,18.57,0.0,102.63,102.63,1857.88,0.29,4.33,True
7.4,8.83,0.0,147.53,147.53,1342.51,0.26,6.52,False
8.99,18.47,45.77,110.05,155.82,5719.61,0.29,6.92,False
7.58,13.97,0.0,150.36,150.36,2611.42,0.32,5.62,True
8.03,12.29,0.0,169.25,169.25,4808.29,0.32,7.37,True
8.76,23.78,73.85,85.05,158.89999999999998,536.74,0.32,4.47,False
7.84,16.78,0.0,113.47,113.47,2715.94,0.31,4.68,True
7.58,23.54,0.0,139.81,139.81,3444.94,0.31,4.15,False
7.94,15.68,0.0,107.51,107.51,4544.33,0.29,6.8,True
8.35,22.52,51.33,135.63,186.95999999999998,3713.92,0.33,7.22,False
7.66,23.84,0.0,117.96,117.96,1049.85,0.27,4.38,False
7.98,16.22,0.0,119.62,119.62,1702.01,0.26,2.58,False
8.82,19.14,56.27,110.62,166.89000000000001,2658.25,0.3,7.6,False
8.14,23.68,0.0,147.33,147.33,5065.75,0.27,6.06,False
7.47,21.9,0.0,117.73,117.73,5913.08,0.33,5.77,False
7.62,17.07,0.0,151.23,151.23,3523.1,0.32,6.05,True
8.14,22.96,0.0,126.42,126.42,2834.66,0.26,6.78,False
8.79,19.3,182.83,8.43,191.26000000000002,2040.29,0.27,3.75,False
7.65,12.24,0.0,136.77,136.77,1139.96,0.31,7.3,True
8.13,19.45,0.0,185.3,185.3,4062.39,0.3,3.79,False
7.46,14.52,0.0,192.04,192.04,4645.04,0.26,7.37,False
8.06,13.49,0.0,187.13,187.13,3573.47,0.26,5.49,True
8.53,10.63,184.95,5.25,190.2,2805.78,0.26,7.27,False
8.2,10.74,169.57,17.32,186.89,3181.6,0.3,3.01,False
7.44,24.56,0.0,167.08,167.08,3731.87,0.28,5.7,False
7.58,15.97,0.0,135.09,135.09,3172.37,0.27,6.06,True
8.05,16.85,0.0,195.76,195.76,4919.59,0.26,4.32,True
7.73,13.51,0.0,141.55,141.55,1772.29,0.26,5.12,True
8.24,15.77,165.5,11.88,177.38,794.44,0.26,4.69,False
7.35,9.76,0.0,124.33,124.33,4855.84,0.27,7.46,False
7.69,14.74,0.0,104.46,104.46,3510.75,0.28,6.31,True
8.4,19.02,166.9,12.87,179.77,2726.5,0.31,6.84,True
8.12,5.61,0.0,168.95,168.95,2315.3,0.26,4.03,False
7.01,16.26,0.0,166.3,166.3,1650.53,0.3,7.55,False
7.6,11.5,0.0,181.85,181.85,3354.28,0.31,7.34,True
7.37,19.45,0.0,148.06,148.06,5774.35,0.27,2.41,False
8.25,15.41,142.71,47.57,190.28,3082.19,0.3,7.67,True
7.29,12.12,0.0,190.88,190.88,2054.58,0.28,6.67,False
7.5,10.97,0.0,186.23,186.23,1931.09,0.33,6.76,True
8.71,5.87,27.56,23.57,51.129999999999995,2944.01,0.26,3.86,False
7.3,21.68,0.0,143.1,143.1,3769.1,0.3,6.21,False
8.07,21.54,0.0,146.54,146.54,2203.3,0.32,6.33,False
8.01,11.9,0.0,104.25,104.25,2647.22,0.26,4.14,True
7.67,19.02,0.0,107.73,107.73,4635.92,0.29,4.67,True
7.5,16.56,0.0,141.5,141.5,5493.52,0.33,5.41,False
8.93,20.5,175.1,4.75,179.85,878.76,0.29,2.28,False
7.71,24.78,0.0,135.31,135.31,4881.28,0.3,3.37,False
7.6,17.2,0.0,181.53,181.53,3177.61,0.25,3.5,False
8.86,12.98,72.28,57.56,129.84,5759.75,0.26,4.28,False
8.42,17.59,166.88,13.76,180.64,4530.98,0.32,7.84,True
8.12,10.76,0.0,152.3,152.3,4542.28,0.33,7.95,True
8.46,18.76,119.91,39.9,159.81,5101.43,0.32,6.02,False
7.7,23.1,0.0,121.26,121.26,3580.04,0.32,2.6,False
8.22,14.02,62.03,104.57,166.6,4575.6,0.29,4.53,True
8.94,15.28,145.69,45.61,191.3,5006.01,0.3,4.56,False
7.38,5.25,0.0,102.81,102.81,2346.09,0.26,7.32,False
7.42,13.57,0.0,186.29,186.29,3243.8,0.26,6.46,False
7.92,15.81,0.0,199.44,199.44,2589.08,0.3,4.03,True
8.44,18.86,14.13,139.7,153.82999999999998,4934.79,0.28,5.89,True
8.08,7.95,0.0,143.05,143.05,867.4,0.32,4.58,False
7.05,7.61,0.0,192.58,192.58,5339.63,0.28,6.7,False
7.53,14.42,0.0,163.14,163.14,2315.24,0.33,3.87,False
8.08,10.42,0.0,180.68,180.68,5211.16,0.25,5.34,False
8.97,11.31,183.12,12.06,195.18,3394.19,0.28,3.15,False
8.56,7.66,107.94,31.16,139.1,4771.99,0.31,2.43,False
7.35,16.3,0.0,142.2,142.2,715.85,0.29,7.83,False
8.03,14.85,0.0,137.05,137.05,3287.36,0.3,7.07,True
7.5,10.26,0.0,145.37,145.37,3486.08,0.25,6.59,True
7.55,18.94,0.0,199.7,199.7,4907.54,0.28,5.24,True
7.93,14.95,0.0,130.88,130.88,5857.05,0.25,5.27,False
8.99,15.31,194.27,1.94,196.21,5678.72,0.28,5.11,False
7.86,6.52,0.0,132.85,132.85,2413.45,0.28,6.58,False
8.23,19.27,157.04,17.52,174.56,2002.29,0.28,3.28,False
7.94,11.08,0.0,162.39,162.39,1247.78,0.33,5.23,True
7.73,13.83,0.0,110.86,110.86,2336.42,0.3,7.02,True
7.81,18.75,0.0,108.11,108.11,3036.06,0.31,7.05,True
7.07,7.8,0.0,114.63,114.63,660.25,0.3,2.84,False
8.24,16.68,112.94,77.88,190.82,2566.51,0.27,7.51,True
8.5,21.48,164.94,15.85,180.79,1146.74,0.29,5.74,False
7.22,20.9,0.0,160.84,160.84,2423.99,0.3,3.36,False
8.86,24.88,8.53,25.29,33.82,1632.86,0.25,5.98,False
7.32,20.69,0.0,108.12,108.12,2203.05,0.33,3.08,False
8.11,15.56,0.0,109.67,109.67,3597.1,0.26,4.93,True
8.29,19.42,87.98,67.67,155.65,4167.49,0.28,4.8,True
7.9,17.51,0.0,146.24,146.24,2550.15,0.31,7.37,True
7.06,19.0,0.0,108.6,108.6,2324.82,0.28,3.87,False
8.05,17.26,0.0,118.15,118.15,4599.78,0.29,6.75,True
7.67,18.36,0.0,158.46,158.46,1325.67,0.26,7.34,True
8.56,8.06,70.3,56.09,126.39,4309.63,0.25,3.79,False
8.22,10.35,72.98,91.89,164.87,3293.7,0.27,5.76,True
7.77,8.06,0.0,135.18,135.18,5646.62,0.28,6.61,False
8.29,15.0,199.94,0.02,199.96,5265.34,0.29,5.27,False
8.96,24.46,138.72,59.24,197.96,4770.42,0.31,7.62,False
8.25,9.63,18.08,128.39,146.46999999999997,4217.08,0.29,6.8,False
7.65,16.97,0.0,143.74,143.74,1442.07,0.31,4.63,True
7.83,6.52,0.0,120.12,120.12,4144.36,0.27,5.49,False
7.63,19.81,0.0,116.62,116.62,2327.65,0.33,4.75,True
7.05,22.72,0.0,153.25,153.25,1630.55,0.3,3.53,False
8.51,11.04,11.43,137.08,148.51000000000002,3536.72,0.26,5.13,False
7.73,9.31,0.0,132.73,132.73,1152.33,0.26,4.67,False
8.04,16.93,0.0,188.75,188.75,3194.75,0.27,4.33,True
8.5,13.45,141.44,37.97,179.41,5587.35,0.31,2.49,False
7.95,15.09,0.0,170.7,170.7,4428.44,0.29,7.53,True
8.04,12.08,0.0,192.09,192.09,4014.14,0.29,6.4,True
8.42,6.21,82.38,81.06,163.44,5193.82,0.27,4.44,False
8.41,10.4,140.97,53.1,194.07,3631.43,0.27,6.61,True
7.92,19.46,0.0,116.59,116.59,1506.11,0.25,7.9,True
8.38,16.71,163.06,31.51,194.57,2923.11,0.26,7.55,True
8.67,14.38,109.96,43.57,153.53,4907.99,0.27,5.6,False
7.94,18.31,0.0,186.38,186.38,2131.07,0.32,6.63,True
8.0,19.31,0.0,132.72,132.72,4425.7,0.26,7.78,True
8.89,11.87,66.49,133.45,199.94,5127.88,0.27,2.44,False
7.94,12.22,0.0,107.78,107.78,2780.0,0.3,6.47,True
8.22,12.44,75.68,113.3,188.98000000000002,1727.97,0.29,7.03,True
8.71,14.97,66.07,91.39,157.45999999999998,3994.84,0.28,4.46,False
8.34,10.47,61.66,47.57,109.22999999999999,2033.21,0.29,4.58,True
7.68,18.9,0.0,179.24,179.24,1537.89,0.26,6.02,True
8.16,16.7,0.0,175.95,175.95,4014.57,0.31,5.73,True
7.49,16.19,0.0,158.82,158.82,5248.73,0.32,4.9,False
8.38,19.1,107.91,71.48,179.39,4376.02,0.25,4.86,True
8.23,9.97,24.59,27.47,52.06,2778.51,0.26,3.53,False
7.11,17.72,0.0,198.28,198.28,3025.63,0.29,6.39,False
8.39,13.68,184.51,10.31,194.82,3149.11,0.27,5.86,True
7.76,9.48,0.0,176.39,176.39,1639.86,0.26,2.44,False
7.88,19.3,0.0,188.6,188.6,2197.84,0.27,4.48,True
7.91,7.15,0.0,102.51,102.51,4486.64,0.32,5.88,False
7.61,17.69,0.0,165.12,165.12,4701.92,0.31,7.22,True
7.7,17.37,0.0,187.37,187.37,2446.53,0.28,7.39,True
8.09,5.44,0.0,113.21,113.21,4674.3,0.31,7.54,False
8.22,11.47,170.51,28.46,198.97,1546.28,0.33,4.37,True
8.56,11.77,105.5,3.18,108.68,5021.28,0.33,7.25,False
8.08,11.29,0.0,182.59,182.59,4164.75,0.3,4.62,True
8.65,14.13,46.8,13.38,60.18,5850.95,0.25,6.25,False
7.71,19.36,0.0,120.1,120.1,2574.97,0.28,6.68,True
8.25,10.4,99.58,20.09,119.67,3629.95,0.27,4.54,True
7.21,5.69,0.0,133.27,133.27,1058.21,0.3,7.97,False
8.78,8.49,112.83,67.66,180.49,5093.29,0.33,4.44,False
8.98,14.4,148.92,49.85,198.76999999999998,4461.42,0.33,3.5,False
7.43,10.71,0.0,118.71,118.71,3883.87,0.3,2.83,False
8.53,24.16,162.94,33.52,196.46,4133.87,0.28,5.64,False
7.89,8.77,0.0,195.11,195.11,2921.7,0.32,5.78,False
8.33,16.15,175.53,16.94,192.47,3135.25,0.31,7.57,True
7.55,13.96,0.0,147.44,147.44,1361.38,0.33,4.46,True
8.37,15.74,29.98,118.49,148.47,3354.83,0.26,6.53,True
7.13,24.26,0.0,173.7,173.7,5529.66,0.3,5.22,False
8.95,15.21,5.78,135.01,140.79,1261.36,0.31,6.89,False
7.74,13.25,0.0,153.17,153.17,1964.4,0.32,6.51,True
7.92,15.15,0.0,168.74,168.74,5606.12,0.32,5.92,False
8.06,19.36,0.0,172.25,172.25,2397.68,0.25,7.84,True
7.56,17.94,0.0,150.06,150.06,2008.93,0.28,6.07,True
7.89,12.91,0.0,113.92,113.92,3291.94,0.32,6.85,True
8.11,15.68,0.0,195.38,195.38,707.47,0.33,2.73,False
8.56,9.93,159.68,13.8,173.48000000000002,1758.69,0.29,2.66,False
7.95,19.01,0.0,185.4,185.4,4238.48,0.32,4.88,True
8.17,16.2,0.0,163.33,163.33,5618.25,0.29,7.58,False
8.01,14.08,0.0,120.67,120.67,5161.53,0.28,2.14,False
7.52,19.85,0.0,101.83,101.83,2847.14,0.32,4.7,True
8.18,13.7,0.0,133.45,133.45,2382.25,0.3,4.37,True
7.24,21.42,0.0,146.74,146.74,3932.85,0.28,3.64,False
8.26,13.43,87.26,57.0,144.26,3114.85,0.33,6.01,True
8.21,19.15,54.13,130.87,185.0,3644.48,0.26,3.4,False
8.45,17.89,175.49,11.21,186.70000000000002,2183.48,0.29,6.59,True
7.06,14.42,0.0,150.01,150.01,4819.23,0.32,4.3,False
7.25,9.27,0.0,198.58,198.58,3879.32,0.28,6.1,False
7.85,22.96,0.0,195.09,195.09,2325.04,0.33,5.38,False
8.68,23.13,34.44,123.37,157.81,3363.38,0.26,3.11,False
8.34,17.71,178.11,12.87,190.98000000000002,4690.54,0.26,4.88,True
8.15,18.69,0.0,101.58,101.58,5110.32,0.27,5.6,False
7.22,13.86,0.0,177.3,177.3,3418.35,0.28,7.35,False
7.55,5.95,0.0,129.03,129.03,3551.7,0.26,5.93,False
8.16,11.81,0.0,163.27,163.27,888.08,0.33,4.57,False
8.15,15.81,0.0,166.34,166.34,2990.72,0.31,4.52,True
7.56,5.58,0.0,135.18,135.18,4686.28,0.25,2.39,False
7.24,19.52,0.0,131.56,131.56,2776.59,0.27,2.58,False
8.01,10.04,0.0,102.85,102.85,4409.79,0.29,2.06,False
7.39,11.55,0.0,157.56,157.56,4208.62,0.29,6.77,False
8.93,24.68,191.12,1.72,192.84,3706.41,0.33,6.62,False
8.34,22.37,44.07,2.75,46.82,5154.92,0.27,6.52,False
7.64,24.41,0.0,198.31,198.31,4227.41,0.29,3.22,False
7.43,10.17,0.0,129.08,129.08,3967.57,0.27,3.15,False
7.89,16.99,0.0,151.06,151.06,1877.26,0.3,5.22,True
8.43,17.26,144.01,27.54,171.54999999999998,3473.99,0.3,5.04,True
8.34,11.02,166.41,27.96,194.37,4954.29,0.25,7.4,True
7.56,24.76,0.0,164.57,164.57,2258.05,0.26,2.51,False
8.44,7.53,49.8,80.33,130.13,4668.64,0.3,6.14,False
8.35,13.75,190.73,0.39,191.11999999999998,4199.14,0.32,7.61,True
8.42,13.4,170.28,3.38,173.66,1868.8,0.32,5.3,True
8.65,12.82,101.78,89.96,191.74,3015.45,0.32,5.52,False
8.97,22.74,145.28,36.48,181.76,536.9,0.26,4.53,False
8.45,18.67,125.93,29.62,155.55,1629.39,0.25,6.97,True
8.2,19.05,130.27,43.04,173.31,4550.26,0.3,4.97,True
8.3,18.53,142.33,10.94,153.27,1671.01,0.33,7.92,True
8.12,18.84,0.0,170.35,170.35,3892.08,0.27,6.68,True
8.45,13.15,107.37,57.26,164.63,3798.94,0.32,6.0,True
7.76,14.81,0.0,188.91,188.91,2806.3,0.32,7.65,True
8.74,8.24,180.37,13.26,193.63,5875.72,0.26,5.81,False
8.34,18.4,31.32,139.36,170.68,3933.3,0.31,6.67,True
7.29,8.22,0.0,126.07,126.07,4052.68,0.32,3.69,False
8.79,13.18,50.16,110.36,160.51999999999998,5076.78,0.28,4.7,False
8.33,10.08,110.74,31.93,142.67,4694.64,0.32,4.21,True
8.77,7.35,68.69,72.63,141.32,4214.41,0.33,7.06,False
8.53,14.51,43.55,88.08,131.63,4478.81,0.32,7.84,False
7.84,19.4,0.0,180.51,180.51,1848.32,0.25,6.1,True
7.59,15.71,0.0,149.54,149.54,1773.53,0.3,4.74,True
7.57,14.43,0.0,112.69,112.69,3787.37,0.28,6.97,True
7.38,12.32,0.0,167.62,167.62,5287.27,0.33,4.01,False
8.13,20.18,0.0,197.69,197.69,2583.49,0.27,5.97,False
7.44,12.83,0.0,166.04,166.04,1819.14,0.3,2.93,False
8.0,15.7,0.0,126.62,126.62,2685.04,0.32,5.19,True
7.79,14.89,0.0,192.03,192.03,2545.45,0.28,6.64,True
7.64,14.72,0.0,155.27,155.27,1652.84,0.27,5.37,True
7.8,19.06,0.0,182.29,182.29,4427.59,0.28,6.78,True
7.91,18.38,0.0,190.87,190.87,4538.85,0.31,4.6,True
8.37,13.72,95.65,89.65,185.3,4152.34,0.31,7.11,True
7.69,10.08,0.0,157.51,157.51,1282.94,0.31,6.93,True
8.43,11.85,154.12,16.56,170.68,3365.9,0.29,6.79,True
7.72,17.55,0.0,119.92,119.92,540.81,0.28,2.62,False
8.05,19.52,0.0,110.54,110.54,4331.96,0.26,7.06,True
8.36,15.82,100.56,13.09,113.65,1132.28,0.33,5.38,True
7.49,16.19,0.0,175.91,175.91,4899.2,0.33,3.62,False
7.9,10.36,0.0,161.19,161.19,4060.01,0.27,5.51,True
8.32,15.54,102.13,32.34,134.47,1930.73,0.33,7.4,True
7.34,19.55,0.0,193.48,193.48,4173.97,0.25,4.42,False
8.18,11.39,0.0,152.5,152.5,3325.08,0.25,6.7,True
8.25,11.71,10.29,97.37,107.66,5106.19,0.31,6.79,False
7.9,13.18,0.0,193.94,193.94,2367.36,0.3,5.8,True
8.7,22.96,26.26,98.14,124.4,2529.81,0.29,4.95,False
7.9,15.35,0.0,101.78,101.78,5408.56,0.29,6.11,False
8.45,16.71,108.47,52.08,160.55,1971.0,0.32,6.61,True
7.13,17.24,0.0,133.89,133.89,2009.06,0.25,5.71,False
7.05,21.89,0.0,162.84,162.84,5831.65,0.27,4.23,False
8.45,14.29,7.62,178.7,186.32,1932.77,0.33,4.14,True
8.27,13.11,106.36,65.6,171.95999999999998,2130.69,0.26,4.71,True
8.24,12.33,78.17,117.34,195.51,3817.23,0.3,5.3,True
7.45,9.01,0.0,149.49,149.49,3365.3,0.33,6.42,False
8.19,19.53,0.0,145.16,145.16,4739.07,0.31,5.98,True
8.46,14.46,29.68,149.92,179.6,2536.78,0.29,5.66,True
8.19,16.2,0.0,176.69,176.69,4171.17,0.28,5.68,True
7.98,18.31,0.0,172.04,172.04,3894.06,0.28,6.24,True
7.28,9.94,0.0,199.47,199.47,3576.8,0.28,5.53,False
8.86,12.13,85.12,103.92,189.04000000000002,1098.73,0.29,4.1,False
7.66,19.9,0.0,174.49,174.49,4436.16,0.29,6.44,True
7.97,14.47,0.0,143.45,143.45,4798.62,0.29,6.07,True
8.16,5.81,0.0,193.92,193.92,4132.82,0.31,2.23,False
8.43,24.64,162.98,3.19,166.17,5308.52,0.26,5.41,False
8.01,14.89,0.0,113.34,113.34,1551.62,0.29,4.72,True
7.77,19.08,0.0,122.79,122.79,1882.33,0.26,6.23,True
7.28,17.97,0.0,168.88,168.88,2474.7,0.29,6.42,False
7.03,22.03,0.0,127.41,127.41,2985.39,0.32,7.15,False
8.43,17.78,118.62,3.08,121.7,1710.75,0.27,6.63,True
7.55,16.91,0.0,184.84,184.84,3492.77,0.29,7.0,True
8.24,15.07,135.11,61.93,197.04000000000002,4024.6,0.25,4.78,True
7.27,17.6,0.0,163.59,163.59,823.69,0.32,3.13,False
8.09,15.33,0.0,186.11,186.11,1931.8,0.28,5.97,True
7.86,18.18,0.0,146.23,146.23,4636.87,0.29,2.61,False
8.77,8.11,16.56,155.57,172.13,1830.26,0.27,3.68,False
7.8,8.99,0.0,170.62,170.62,3344.39,0.33,3.98,False
8.62,22.86,83.38,30.7,114.08,5088.03,0.32,2.46,False
8.54,21.48,127.19,61.64,188.82999999999998,2820.86,0.29,4.36,False
7.16,12.41,0.0,128.7,128.7,1461.93,0.31,4.66,False
8.09,10.11,0.0,139.99,139.99,4573.72,0.3,5.48,True
